City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,bathsheba,13.2167,-59.5167,29.34,58,20,9.77,BB,1677089955
365,pala,9.3642,14.9046,29.51,12,53,3.04,TD,1677089956
366,novo aripuana,-5.1206,-60.3797,26.69,84,93,1.18,BR,1677089958
367,ust-omchug,61.15,149.6333,-38.81,100,82,1.33,RU,1677089958
368,zurrieq,35.8311,14.4742,13.73,94,20,1.54,MT,1677089959
369,paamiut,61.994,-49.6678,-9.47,84,96,7.29,GL,1677089960
370,vitim,59.4511,112.5578,-12.89,95,100,2.75,RU,1677089961
371,ancud,-41.8697,-73.8203,14.01,98,100,4.53,CL,1677089935
372,sakakah,29.9697,40.2064,16.76,27,0,5.89,SA,1677089962
373,southbridge,42.0751,-72.0334,5.26,60,81,0.45,US,1677089963
374,saint-joseph,-21.3667,55.6167,26.21,78,48,5.28,RE,1677089963
375,borogontsy,62.6683,131.1683,-27.07,100,100,0.91,RU,1677089964
376,valparaiso,-33.0393,-71.6273,20.56,72,75,5.14,CL,1677089957
377,maraba,-5.3686,-49.1178,29.1,79,75,2.06,BR,1677089965
378,jumla,29.2747,82.1838,4.62,70,67,1.64,NP,1677089966
379,northam,51.0333,-4.2167,5.9,87,58,6.87,GB,1677089967
380,marsh harbour,26.5412,-77.0636,24.61,73,6,5.72,BS,1677089967
381,mayo,38.8876,-76.5119,11.38,62,100,4.12,US,1677089968
382,bhawanipatna,19.9,83.1667,22.06,24,34,2.56,IN,1677089969
383,gobabis,-22.45,18.9667,29.11,25,41,5.21,NA,1677089971
384,ust-nera,64.5667,143.2,-41.21,96,63,0.98,RU,1677089972
385,kurume,33.3167,130.5167,7.3,76,100,1.76,JP,1677089973
386,bambanglipuro,-7.95,110.2833,24.41,91,100,1.71,ID,1677089974
387,klyuchi,52.2667,79.1667,-0.65,72,100,7.9,RU,1677089974
388,puerto madryn,-42.7692,-65.0385,29.09,24,51,4.79,AR,1677089975
389,gold coast,-28.0,153.4333,21.67,92,75,3.6,AU,1677089939
390,kushima,31.4583,131.2333,10.19,87,90,1.38,JP,1677089976
391,atambua,-9.1061,124.8925,23.44,89,100,0.48,ID,1677089976
392,comodoro rivadavia,-45.8667,-67.5,27.92,20,0,13.89,AR,1677089744
393,latung,5.5,120.8833,27.05,80,67,3.45,PH,1677089978
394,victor harbor,-35.5667,138.6167,25.93,44,65,3.69,AU,1677089978
395,kendal,54.3268,-2.7476,7.28,90,89,2.99,GB,1677089979
396,fort nelson,58.8053,-122.7002,-30.23,69,40,1.03,CA,1677089979
397,port-gentil,-0.7193,8.7815,27.46,81,96,5.92,GA,1677089980
398,gayny,60.3071,54.3241,-20.51,100,95,1.25,RU,1677089980
399,nador,35.174,-2.9287,16.14,82,0,1.03,MA,1677089963
400,yeppoon,-23.1333,150.7333,21.88,78,99,7.24,AU,1677089982
401,bose,45.4612,8.0137,10.57,86,100,0.2,IT,1677089982
402,kozhva,65.1073,57.0459,-18.26,99,99,1.23,RU,1677089983
403,road town,18.4167,-64.6167,28.05,57,40,3.09,VG,1677089984
404,praya,14.9215,-23.5087,24.3,64,40,11.32,CV,1677089984
405,tazovskiy,67.4667,78.7,-7.74,95,100,7.4,RU,1677089985
406,amarillo,35.222,-101.8313,16.88,37,0,13.89,US,1677089919
407,torbat-e jam,35.244,60.6225,10.72,36,0,1.6,IR,1677089986
408,nuuk,64.1835,-51.7216,-11.66,61,75,3.09,GL,1677089986
409,horodyshche,49.2849,31.4451,-1.66,67,73,2.18,UA,1677089987
410,qarqin,37.4185,66.0436,14.46,34,0,0.6,AF,1677089987
411,hamilton,39.1834,-84.5333,22.47,70,75,9.77,US,1677089762
412,sambava,-14.2667,50.1667,24.05,94,100,1.44,MG,1677089988
413,baykit,61.67,96.37,-22.71,100,93,0.59,RU,1677089990
414,presidencia roque saenz pena,-26.7852,-60.4388,30.65,49,100,2.76,AR,1677089990
415,rosh pinna,32.9689,35.5426,13.52,87,1,2.02,IL,1677089991
416,nyagan,62.1406,65.3936,-7.93,96,100,2.91,RU,1677089991
417,san juan,-31.5375,-68.5364,34.72,19,35,3.77,AR,1677089761
418,casablanca,33.5928,-7.6192,16.19,82,40,3.09,MA,1677089992
419,santa fe,-31.6333,-60.7,28.02,45,100,5.17,AR,1677089993
420,mabaruma,8.2,-59.7833,28.0,61,75,4.12,GY,1677089993
421,okha,53.5739,142.9478,-23.44,100,89,3.15,RU,1677089994
422,lamu,-2.2717,40.902,26.12,78,37,7.65,KE,1677089994
423,korem,12.5058,39.5228,13.52,30,10,1.87,ET,1677089995
424,rehoboth,-23.3167,17.0833,30.78,17,35,4.14,NA,1677089802
425,saint george,37.1041,-113.5841,5.24,42,0,8.23,US,1677089853
426,scranton,41.409,-75.6624,2.31,83,100,0.0,US,1677089841
427,panama city,8.9936,-79.5197,32.85,48,40,5.66,PA,1677089845
428,dubbo,-32.25,148.6167,15.07,82,1,4.63,AU,1677089785
429,requena,39.4883,-1.1004,8.07,57,13,2.09,ES,1677089997
430,yar-sale,66.8333,70.8333,-7.1,96,100,3.67,RU,1677089998
431,haines junction,60.7522,-137.5108,-24.03,70,99,0.0,CA,1677089998
432,north bend,43.4065,-124.2243,3.95,91,100,4.12,US,1677089735
433,miles city,46.4083,-105.8406,-20.46,77,100,5.66,US,1677089999
434,lompoc,34.6391,-120.4579,11.44,63,75,8.23,US,1677089730
435,vestmannaeyjar,63.4427,-20.2734,5.55,93,100,4.12,IS,1677090000
436,goderich,43.7501,-81.7165,-1.82,86,100,7.2,CA,1677090000
437,port elizabeth,-33.918,25.5701,21.29,89,0,1.54,ZA,1677089736
438,sibolga,1.7427,98.7792,24.76,88,100,1.13,ID,1677090001
439,grao mogol,-16.5594,-42.8897,25.74,62,67,1.75,BR,1677090002
440,shirone,37.7667,139.0167,0.56,69,85,1.38,JP,1677090003
441,teya,60.3778,92.6267,-22.31,100,75,1.46,RU,1677090005
442,deputatskiy,69.3,139.9,-28.44,96,95,1.99,RU,1677090006
443,muzhi,65.3667,64.6667,-13.58,97,100,3.44,RU,1677090007
444,lavrentiya,65.5833,-171.0,-4.32,97,100,3.63,RU,1677090008
445,ponta delgada,37.7333,-25.6667,14.4,88,40,3.6,PT,1677090009
446,kruisfontein,-34.0033,24.7314,18.82,82,1,1.49,ZA,1677090010
447,morondava,-20.2833,44.2833,25.76,86,100,6.03,MG,1677090011
448,villa rica,33.7321,-84.9191,25.99,68,96,6.58,US,1677089853
449,trofors,65.5333,13.4063,-2.07,95,100,3.71,NO,1677090014
450,qostanay,53.1667,63.5833,-8.84,92,100,4.0,KZ,1677090015
451,yurga,55.7231,84.8861,-9.23,96,71,2.65,RU,1677090017
452,obsharovka,53.125,48.8531,-9.28,89,100,9.63,RU,1677090017
453,sosua,19.7667,-70.5167,30.99,69,75,7.2,DO,1677090018
454,cacu,-18.5567,-51.1308,26.93,65,100,3.12,BR,1677090018
455,zhangye,38.9342,100.4517,-0.74,61,67,0.62,CN,1677090019
456,lachhmangarh,27.8214,75.0251,20.34,25,22,3.44,IN,1677090020
457,flin flon,54.7682,-101.865,-26.09,53,0,3.6,CA,1677090020
458,whitehorse,60.7161,-135.0538,-18.57,74,40,2.57,CA,1677090021
459,riyadh,24.6877,46.7219,19.08,15,0,3.94,SA,1677089927
460,sisimiut,66.9395,-53.6735,-20.15,88,97,4.32,GL,1677090022
461,katwa,23.6399,88.128,20.98,62,1,5.01,IN,1677090023
462,aldan,58.6031,125.3894,-19.44,99,100,2.26,RU,1677090023
463,waipawa,-41.4122,175.5153,11.68,84,100,5.22,NZ,1677090024
464,shenjiamen,29.9576,122.298,7.44,80,73,2.79,CN,1677090025
465,aromashevo,56.8602,68.6375,-0.04,98,100,4.29,RU,1677090025
466,la ligua,-32.4524,-71.2311,26.84,39,9,4.73,CL,1677090026
467,amapa,1.0,-52.0,26.45,77,99,1.72,BR,1677089736
468,lorengau,-2.0226,147.2712,26.86,83,100,6.54,PG,1677090028
469,constitucion,-35.3333,-72.4167,20.6,56,7,2.36,CL,1677089914
470,pacatuba,-3.9842,-38.6203,28.65,71,99,2.87,BR,1677090029
471,san clemente,33.427,-117.612,12.98,56,6,12.96,US,1677090030
472,antalaha,-14.9003,50.2788,24.13,94,100,0.33,MG,1677090031
473,antofagasta,-23.65,-70.4,24.3,68,3,3.86,CL,1677089812
474,nemuro,43.3236,145.575,-5.58,79,46,4.92,JP,1677090032
475,ostrovnoy,68.0531,39.5131,-7.28,91,98,4.29,RU,1677090033
476,kavaratti,10.5669,72.642,27.41,72,2,4.97,IN,1677090036
477,manicore,-5.8092,-61.3003,28.97,74,20,2.06,BR,1677089983
478,kalanguy,51.0167,116.5167,-21.82,100,63,1.84,RU,1677090037
479,mahibadhoo,3.7833,72.9667,27.38,75,56,4.41,MV,1677090038
480,mairana,-18.1167,-63.9333,23.1,54,100,2.89,BO,1677090039
481,pangkalanbuun,-2.6833,111.6167,23.35,96,100,1.3,ID,1677090039
482,saint-leu,-21.15,55.2833,26.48,73,41,0.83,RE,1677090040
483,ishinomaki,38.4167,141.3,0.27,71,79,2.1,JP,1677090041
484,chipinge,-20.1883,32.6236,17.76,84,100,0.9,ZW,1677090041
485,port maria,18.3685,-76.8895,28.92,75,18,6.2,JM,1677089851
486,jaumave,23.4167,-99.3833,32.12,13,73,3.15,MX,1677090043
487,anshun,26.25,105.9333,3.36,95,100,1.86,CN,1677090044
488,irbeyskoye,55.6428,95.4522,-18.51,100,81,1.34,RU,1677090045
489,catuday,16.2923,119.8062,24.29,76,60,3.92,PH,1677090046
490,poanas,25.7667,-103.6167,25.96,27,40,1.01,MX,1677090046
491,rafraf,37.1904,10.1837,13.17,78,5,2.73,TN,1677090047
492,kieta,-6.2167,155.6333,25.59,90,100,2.21,PG,1677090047
493,porangatu,-13.4408,-49.1486,29.7,61,49,0.95,BR,1677090048
494,chapleau,47.8405,-83.4034,-13.95,56,20,4.12,CA,1677090049
495,luang prabang,19.8856,102.1347,19.22,73,30,0.57,LA,1677090049
496,xam nua,20.4197,104.0439,12.75,99,53,1.18,LA,1677090050
497,osinki,52.8432,49.5132,-8.44,93,100,9.8,RU,1677090050
498,tigre,-34.426,-58.5796,33.08,34,0,5.66,AR,1677089873
499,floro,61.5996,5.0328,4.57,93,75,4.12,NO,1677090051
500,tual,-5.6667,132.75,27.99,79,100,4.81,ID,1677090052
501,inhambane,-23.865,35.3833,25.99,69,20,2.06,MZ,1677090052
502,mwinilunga,-11.7358,24.4293,19.62,90,100,0.07,ZM,1677090053
503,sayan,-11.1361,-77.1933,25.33,68,97,3.34,PE,1677090053
504,aguimes,27.9054,-15.4461,18.7,72,75,9.77,ES,1677089854
505,batagay,67.6333,134.6333,-37.99,97,72,1.37,RU,1677090054
506,quiindy,-25.9667,-57.2667,34.1,32,99,1.77,PY,1677090055
507,kalmunai,7.4167,81.8167,24.1,78,54,1.94,LK,1677090055
508,dilla,6.41,38.31,21.25,26,56,2.89,ET,1677090056
509,altay,47.8667,88.1167,-5.89,59,2,3.83,CN,1677090057
510,birjand,32.8663,59.2211,6.26,42,0,4.12,IR,1677090058
511,kendari,-3.945,122.4989,24.48,91,100,0.75,ID,1677090059
512,kloulklubed,7.0419,134.2556,27.62,72,84,5.2,PW,1677090060
513,yatou,37.15,122.3833,-0.06,85,37,2.89,CN,1677090060
514,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-16.73,95,95,2.2,RU,1677090061
515,quatre cocos,-20.2078,57.7625,26.16,80,75,5.81,MU,1677090062
516,makokou,0.5738,12.8642,26.24,66,98,0.6,GA,1677090063
517,raudeberg,61.9875,5.1352,2.7,25,100,3.25,NO,1677090064
518,gaoual,11.75,-13.2,39.35,11,61,3.12,GN,1677090064
519,khandyga,62.6667,135.6,-30.67,99,99,0.28,RU,1677090065
520,mincivan,39.0294,46.7185,10.23,46,76,1.84,AZ,1677090066
521,buin,-33.7333,-70.75,31.18,19,0,4.6,CL,1677090067
522,atasu,48.6814,71.6433,-0.04,87,100,8.44,KZ,1677090067
523,lubao,14.9167,120.55,25.04,85,78,1.16,PH,1677090068
524,los llanos de aridane,28.6585,-17.9182,16.86,68,40,3.6,ES,1677090069
525,jardim,-21.4803,-56.1381,29.48,65,58,2.72,BR,1677089831
526,albanel,48.8832,-72.4487,-13.92,47,48,6.17,CA,1677090071
527,sioux lookout,50.1001,-91.917,-19.96,50,20,1.03,CA,1677090071
528,martvili,42.4144,42.3792,5.03,97,100,3.3,GE,1677090072
529,iralaya,15.0,-83.2333,27.5,65,3,5.75,HN,1677090074
530,broken hill,-31.95,141.4333,24.69,49,22,7.65,AU,1677090075
531,mecca,21.4267,39.8261,24.43,58,0,1.84,SA,1677090077
